score,content
2,"malam ini tanggal 12 juli saya uninstall livin, duit semua pindahin ke seabank. livin transfer ke bank lain admin 6500. top up e wallet admin 500. transfer malem² jam 12 keatas sering gangguan. ga cocok buat mobilitas sehari² . saldo udah gde masih di potong saldo minimum. apa coba maunya. mending pake yg lain masih banyak yg nawarin promo² dan gratis admin. sumpah lgsung gue uninstall saking jengkelnya karena sering gangguan."
1,"setiap hari jam 12 malam transaksi tidak bisa dilakukan ,"
5,sangat membantu
5,Luar biasa sekali sangat membantu sekali
3,"pembaharuan melulu, gimana kalau yg punya ponsel penyimpanannya tidak cukup, harus bnyk data yg dihapus kesal bnget!"
5,sangat membantu dalam bertransaksi
5,terbaik
5,livin ok banget
5,bagus
4,agak lelet dan kambat
5,mantap
5,Good
1,makin ngeleg ih knp ya aplikasi jd berat
5,"aplikasi nya sangat membantu,bagus bangat"
1,tiba tiba mnta di update. udah di update atau diperbarui malah nda masuk masuk
5,sangat membantu
4,sangat baik dan bgus
5,oke
5,sangat mendukung...
5,bagus banget
1,saya membuka rekening melalui aplikasi ini tapi setelah berhari-hari tidak juga bisa login dan mendapatkan nomor rekening
5,ok
3,sangat bagus mnrt saya untuk simpan uang
5,mantap
5,ok
2,Sering eror
1,"aplikasi gabisa di buka,,terjadi error"
5,pelayanan terbaik disetiap transaksi
5,"aplikasi nya sangat bagus,libih tingkat lagi."
1,aplikasi sering keluar tiba tiba
5,"skrg sudah gmpng dibuka dan cepet, thanks livin"
5,Kyak setiap hari update nya
4,bagus sangat berguna
5,super apps
5,Bagus sekali aplikasi ini sangat membantu sekali
5,makasi aplikasi Livin dgn adanya aplikasi Livin ini untuk mempermudah teransaksi nda perlu lagi antrian apalagi kalau lagi mendadak sangat bagus dan mempermudah kebutuhan kmi
5,sangat membantu sekali bermanfaat
5,lebih praktis dan aman..memudahkan segala transaksi
5,sangat membantu
5,livin keren
5,sangat membantu .. masukan saja untuk apk Livin ini jangan ijinkan screenshot dan pengambilan video layar karna sangat rentan.
5,memudahkan pengguna
5,keren
5,mantap
1,Jumat. 11 JULY 2025 Lemooottt bangeettt sekarang.. mau bayar jadi nunggu lama bangettttt...
1,terlalu sering update
5,Pakai Livin' by Mandiri Semua Urusan Lancarrr Seperti Jalan Tol Yg Baru Siap Diresmikan😀🚒🏎️🚜🚛🚚🚐🛻🚗🚙
5,ok
5,sangat membantu dalam bertransaksi
3,sering banget update nya padahal gitu² aja isi nya tolong dong jgn sering² update klo isi nya ttep aja
5,bagus
5,Bagus
5,good
1,livin knp ya akhir2 ini sering bgd error. gk bsa loging.
4,berasa nyaman SE transaksi menggunakan Livin . cuma kok gak ada notifikasi pas uang masuk atau keluarnya.
1,aplikasi nya sangat buruk.hanya bisa di gunakan oleh pengusaha saja.bagai mana tidak.buruk kalo saja untuk melengkapi data diri saja tidak cukup.harus memiliki bidang usaha.yang sudah di sediakan tidak bisa.manual memilih sendiri.masa iya harus punya jabatan direktur atau komisaris.kan lucu
1,gangguan sudah 2hari
5,sangat2 mudah di Oprasikan
5,sangat membantu
5,sangat puas
5,"sangat membantu, terkadang walau tanpa kartu ATM..👍👍🙏🙏"
5,Aplikasinya Simple Dan Mudah Di Mengerti
5,sangat memudahkan
4,bagus
5,good
1,tolong jangan suruh update trus
5,Baik
5,bagus
5,🤙🏼🤙🏼🤙🏼
5,Alhamdulillah sangat menolong
2,lemot
5,Kren
5,sangat memudahkan untuk semua transaksi
4,"memudahkan transfer uang,,untuk keluarga dan teman,,"
5,sangat mempermudah pengguna
5,memudahkan transaksi pembayaran
5,Sangat membantu
1,setelah update jadi error
3,kok malah ngebug ini pas di updte keluar sendiri terus
5,Ok
5,mudah dan simpel
5,setelah saya update aplikasi jadi gampang untuk bertransaksi Diman pun
5,ok
5,Sangat baik
5,kok bisa kembali2 sendiri aplikasih livin bos
5,mudah dan cepat
5,memuaskan 👍
1,udah lah .. ga perlu kita dilarang buat buka bootloader perangkat kita.
1,"setelah update versi terbaru kenapa livin saya tidak bisa login, selalu kembali ke menu awal. saya mau transaksi tapi susah sekali karena masalah ini, tolong dibantu"
5,Sangat membantu
4,sangat puas
5,baik
5,sangat mudah untuk di gunakan
5,baik
1,"ini kenapa aplikasi saya gabisa dibuka? mau dibuka aplikasi nya maha keluar lagii, saya coba uninstall berkali kali tetep aja sama aja pas mau dibuka keluar sndiri, saya complain di WhatsApp gada respon sama sekali, mau complain dimnaa lagii? masa iya saya haruss ngecek saldo di Indomaret muluu tolong dongg"
4,mantappp
5,aman terpecaya
5,hp sya cuma 3 ram 😪😭
5,aplikasi mandiri manatap
5,bagus
5,that's make me simple transaction. good job
1,di notifikasi ATM nya sudah di antar dan di terima oleh saya....nyata nya saya belum terima ATM mandiri.huff terpaksa buat ATM BCA pengantaran ATM langsung ke rumah dan amanah.
5,sangat baik
3,sangat baik
4,ok
4,is the best
5,good
5,alhamdulillahh aplikasi sangat membantu dan mudah di oprasikan
1,kok stelah di perbarui aplikasi nutup sendiri
5,sangat membantu
1,"diupdate malah jd gak bisa di pakai, forced closed"
5,ini saya udah update aplikasi Livin tapi kok saldo saya tetep gak update ya?
1,tolong diperbaiki untuk apk ini
5,sangat mempermudah transfer
5,mantap
1,aplikasi berhenti terus susah buat transaksi
5,pertahankan enak ga ribet
1,"Mengkhawatirkan sekali, sekarang harus ijin masuk data nomor telepon nasabah!? 🫢 Sudah tidak senyaman dulu Livin mandiri ini. Padahal registrasi buka rekening dan aktifasi aplikasi sudah terdata sampai NIK nasabah 🤔"
5,livin mandiri memudahkan transaksi dan sangat membantu
5,livin sangat membantu transaksi
5,good
5,Pelayanannya Bagus dan cepat
5,Bagus
5,Dengan Aplikasi ini sangat membantu saya.
4,Kenapa dengan livin engga bisa di buka dan update
2,"Saya mau update livin mandiri, tapi loading terus ya,knapa ya"
5,sangat membantu
5,sangat terbantu
2,"Ini aplikasi update mulu tapi tak ada yg baru, gak di update gabisa di buka.."
1,bgus dan aman
5,sangat mudah dan membantu
5,lebih mudah ngecek uang SDH masuk atau blm jadi bisa di ketahui
5,saya baru mencoba tampilan yang baru semoga lebih mudah dalam menggunakan livin by mandiri yang beru
1,"keseringan maintenance di siang hari , bisa gak kalo ada update dan problem lainnya di kerjakan di malam hari , jangan di jam kerja , kacau kacau"
5,aplikasinya mudah di gunakan
3,"payah, gak ada notif jika ada uang masuk 👎🏿"
5,excellent
5,mantap
1,"aplikasi jelek banget, paling parah perbankan livin mandiri inilah setiap baru download ga bisa transaksi, selalu RPT-07 parah mandiri sangat jelek livin sangat sampah"
5,lebih canggih
3,"kenapa pas udah verifikasi KTP malah ga bisa dan datanya ga sesuai KTP, mohon di perbaiki lagi ya terimakasih"
1,slalu aja gangguan.
5,"membantu bngt pas mau tf, cuma sayang kaga ada penawaran pinjaman"
1,mau login ke aplikasi ko ngga jadi jadi
1,mohon untuk perbaikan verifikasi wajah banyak yang mengeluh karena terlalu susah sehingga mengulang² & pada akhirnya masih tidak bisa digunakan
5,"cepat, mudah dan tepat waktu update nya"
5,sangat menyenangkan
1,cetak kartunya lama
4,update bolak balik....mengabiskn ram ja nie
5,saya merasa terbantu dengan lifin by mandiri. Transaksi saya makin tenang nyaman dan Aman. Dengan menggunakan lifin by mandiri bisa di gunakan segala ke butuhan saya. baik usaha dan pribadi terima kasih lifin sudah membantu saya.
1,"ah parah bgt baru update versi baru malah engga bisa kebuka"" udh coba ikutin aktifkan notif masih aja engga bisa kebuka, mana lg penting bgt mau tf, td mah jangan di update dulu, baru ini livin kacau bgt 😡"
1,mau pindahin akun livin ke hp lain nggak bisa mulu. udah ikutin prosedurnya buat verifikasi tapi selalu saja mentok di verifikasi wajah😡 pas verifikasi wajah malah ngelek dan kembali ke tampilan awal
5,sangat terbantu dengan adanya Livin
1,"Saya tidak bisa pakai Livin, saya tidak bersedia memberikan izin akses telepon. Kenapa pula kalian meminta izin akses telpon? Memberikan izin sama saja berarti Bank Mandiri bisa mencuri seluruh data di ponsel konsumen."
5,info uang ngangur
5,Mohon Untuk Ditingkatkan Kembali
1,tidak bisa LOGIN karena tertutup perintah tidak jelas untuk penghapusan aplikasi mencurigakan. notif juga tidak bisa dihilangkan.
5,mantap
5,membntu
1,yang minta update app nya..abis update kgk bisa login..ujuk2 kudu ke banknya..antri 2 jam lebih.. sungguh amazing sekali ya
4,"gk bisa login min pake no hp kenapa ya kira kira, padahal no hp benr"
5,bertransaksi jadi mudah dan cepat.terimakasih atas pelayanannya
5,keren ini aplikasi
1,"tukang ambilin uang nasabah, giliran komplain di persulit padahal udh jelas² emang ga masuk ke e-money, payahhhh kalau bukan karena gaji gabakal gue pake mandiri"
5,sangat mudah di kelola.tranper kirim terima
5,ok
5,tampilan bagus
5,good
5,selalu puas memakai livin mandiri
5,trx lbh mudah
3,aplikasi sering update
5,okok
5,ok
1,setiap masuk slalu loding... d instal ulang terus2 minta paswod baru sama pin baru tp setelah permuk minta lagi paswod+pin baru
5,sangat membantu dan memudahkan
4,good
5,Livin by Mandiri sangat membantu dalam proses administrasi keuangan
1,"kenapa setelah di update jadi eror gini ya Livin nya, kembali terus, kembali terus, notip 2 pilihan info aplikasi dan tutup aplikasi, gak jelas sumpah, tolong dong di perbaiki lagi ini saya nya susah mau apa apa nya"
5,mempermudah transaksi
5,super apps
5,ok
5,pelayanan yg sangat memuaskan
1,"jangan kebanyakan disuruh update dong, bosen dapet beberapa bulan livin harus di update terussss"
5,transaksi cepat...lngsng sampe tujuan
3,bagus
5,limit transaksi sangat besar tf ke b lain
5,sangat baik pelayananya baik dari Cs - securitynya
5,puas
5,Semoga lancar dan lebih baik lg
2,tidak bisa install
5,hari ini lagi gak bisa dibuka y..
5,gooood 👌👌👌👌🙏🙏
4,Bagus
5,aplikasi yang sangat membantu
5,Good
5,mudah d gunakan
5,sangat bagus ☺☺🙏
2,nyaman
5,super apps
1,ada transaksi masuk 700rb atm di blokir saldo hilang urus lama cuma saling lempar....
5,transaksi makin mudah
5,mantap..👍
1,susah sekali saya buat apdeat aplikasi Livin by mandiri
5,bgs semang
5,bagus
5,menggunakan livin sangat membantu transaksi dibank mandiri
5,"Memang beda dengan Apliaksi yang lain, kalau aplikasi yang ini memang TOP"
5,mantaaaab sinyal kuat dan lancar
5,memudahkan untu transaksi apapun itu
5,sangat memuaskan
5,cukup baik
5,mantab banget transaksi pakai Livin by Mandiri👍
5,sangat membantu
5,rekomendasi
1,Kapok pakai mandiri🙏🏻
5,aplikasi sangat mudah
5,"update yg gk makan kapasitas memori bisakah..?! 🤔 😱 ato kasih pilihan, masih bisa dipake tanpa update..?!"
1,"Bintang 1 dululah, karena saya baru upgrade tapi bukannya makin bagus malah ngelag terus. Sampai sekarang saya mau transaksi nggak bisa-bisa."
1,"gangguan tiap hari, saat mau tranafer selalu gamgguan, tiap hari berturut selama 2 minggu, klo sudah bener baru saya kasih bintang lagi"
5,sangat terbantu dengan apk ini ga ada kendala sangat baik
5,luar biasa pelayanan
5,bagus
5,assalamualaikum Bapak/Ibu yth. apakah bisa penukaran mata uang asing ?
5,pokoknya mantap deh 👍👍👍
5,good
5,aplikasi ini sangat memudahkan transaksi
5,aplikasi ini sangat membantu untuk transaksi
5,aplikasi ini sangat membantu untuk memudahkan transaksi
5,Aplikasi ini sangat memudahkan transaksi
5,kenapa tidak bisa d update
5,"dengan aplikasi livin by mandiri ini, mempermudah kita mengecek tanpa harus pergi ke ATM atau bank."
5,Aplikasi ini sangat membantu memudahkan kami
5,semoga selalu menjadi yang terbaik semnagat by mandiri.
5,sangat bagus.. transfer lebih mudah dan cepat.isi pulsa data.PLN lebih praktis dan mudah...cuman blm perna dapat hadia dari aplikasi ini.setiap melakukan transaksi
5,aplikasi ini sangat membantu mmpermudah transaksi
5,sangat membantu
5,aplikasi yg luar biasa bagus
5,mantap livin mandiri
5,untuk saat ini masih baik
1,system teribet. main blockir seenaknya. minta dibuka blokiran butuh 2 hari. apa apaan coba???!!! contoh tu BCA
5,Sangat baik
1,aplikasi nya mental terus gamau masuk
5,sangat membantu
5,super aplikasi
5,"Livin sangat membantu,proses cepat, nggak ada masalah. terimakasih livin"
1,"Tolong update terbaru mengenai aplikasi tidak bisa dibuka karena sedang menelepon di buat opsi mengijinkan / tidak mengijinkan bagi pengguna...saya paham ini bentuk pencegahan kebocoran data tapi tidak mungkin juga saya harus mematikan telephone. Semua orang punya kepentingan. Mana kalau isi emoney kadang masuk kadang gk, saldo aja kepotong hilang entah kemana"
5,Sangat bermanfaat
5,sangat memudahkan
5,"Mantaap, mudah dan cepat"
5,Dimana mana lancar tanpa hambatan.
4,"setelah update versi 3.0 kenapa sering waktu loading kembali sendiri, sehingga setelah beberapa kali baru bisa, tdk seperti versi sebelumnya buka livin langsung jalan, kalo pas mau transaksi butuh cepat terganggu sekali"
4,"aplikasinya bagus saya gunakan sudah lumayan lama mines nya satu .. suka tiba2 offline kadang harus nunggu sejam offline nya kadang dari malam ataupun pagi dari segi transfer tertunda, contoh nya sekarang maaf ya min cuman masukan aja 🙏"
1,"maaf untuk saya pribadi yang hpnya sederhana sekali tidak bisa update terus, harus hapus aplikasi. padahal sudah banyak dihapus, tinggal yang penting-penting. malah harus update terus ga bisa buka. sy harus bayar angsuran besok pagi. lebih bijak lagi untuk yg hanya punya hp sederhana"
4,punya sy g bisa masuk min kaya apa cara nyaa
5,Apk sangat bagus
5,sudah bagus pertahan kan perfom
5,paling gampang sih
5,membantu
5,"aman , mantap"
1,bagus
5,aplikasi sangat bermanfaat
5,sya sangat senang Livin ini sangat ngbantu
2,"lemot bgt, klo lg buru² bikin ksel. udh gtu sering di suruh update. mana memori lg penuh. hadehh. klo bkn krna kepentingan kerja gabakal gw pke livin."
5,manstaabs
1,Ribet untuk up grade
1,terlalu banyak update yang tidak signifikan hanya membebani memori
5,sangat cepat
1,ribet
3,"kenapa update tidak dibikin opsional? sehingga tetap bisa dipakai tanpa harus nunggu update selesai. Kalau lagi buru-buru kan menyebalkan mesti nungu update terlebih dahulu, padahal tanpa updatepun masih bisa digunakan."
5,Bagus sekali
1,terlalu bikin di upgrade trs.. mana harus hps dulu aplks lain.. hedee....😫😫😫
5,baik
4,mantap Pelayanan dan sangat aman.
5,saya sangat terima kasih kepada Livin by Mandiri sangat membantu transaksi bisnis saya .... sukses selalu buat Livin by Mandiri
5,mantap
5,tolong tim it nya di perbaiki aplikasi Livin nya karena sering force close
5,sangat memuaskan
5,yang saya suka proses pengiriman kartunya cukup baik
5,ok
4,"wifi sudah ok dan sudah bisa masuk ke menu utama livin's my mandiri, tapi kenapa pas mau melakukan pembayaran dan transaksi transfer tidak bisa/sukses, mohon bantuan ny supaya semua ny bisa berjalan lancar tqu."
5,"apl livin by mandiri sangat membantu sekali dlm mempermudah transaksi keuangan sy, terimakasih bank mandiri."
1,bas buak sllu update mellu apk ny
5,"Sangat terbantu, bisa transaksi lancar dimana saja dengan livin"
5,sangat baik
3,"setelah dapat notif update,saya update tapi setelah itu,aplikasi sering keluar sendiri waktu saya pakai, gimana ini?"
5,memberikan pelayanan terbaik kepda penggunaan konsumennya
1,Najis banget aplikasi diupdate malah force close²an apaan dah
5,sangat membantu
5,sangat bagus
1,"sudah nyaman dg aplikasi lama, jangan membuat ribet nasabah, tidak suka dg segala keleletan ini. dan hrs kirim email segala. males ribet. Caya mau cari yg simpel saja. pindah saja gampang, kalau msh seperti ini"
5,mantapp
5,sangat bagus
5,memundahkan kebutuhan
5,sangat Bermanfaat
5,sgt trbantu terimksh
5,sangat membantu buat transaksi
5,good
5,cepat di akses dan tercatat up date pada lembaran transaksi
5,bagus aplikasi ny
5,mantap
1,ini livin susah kali kalok udh jam jam pagi mau bayar makan mau bayar yg lain lain ga bisa kesel kali sumpah
5,kenapa gk bisa di update
3,lebih suka interface yang lama
1,tiba tiba ga bisa tf tanpa pemberitahuan
2,"di atas jam 02.00 dini hari selalu error untuk transaksi, dan riwayat keluar masuk nya dana tidak waktu dan tanggal nya, tolong segera d atasi"
5,bismillah.....
1,"tolong untuk transaksi tengah malam gangguannya di percepat. untuk transaksi tarik tunai tanpa kartu, Qris, transfer slalu ga bisa."
1,"sumpah, harus setiap malem ada maintenance?? ngga bisa tf apapun itu, ganggu sih,"
5,kenapa saya tidak menggunakan aplikasi ini setiap mau poto selfi langsung keluar dari aplikasi.
1,"kebanyakan waktu offline njir, saat darurat bisa bikin orang mati"
5,Ok..Goods👍🤝👍
3,kenapa yah setelah saya update aplikasi nya kok malah keluar dari rekeningnya dan sekarang jadi gak bisa masuk ke rekening yg lama.padahal di rekening yg lama sudah ada saldonya
1,kebanyakan offline
5,sangat membantu
1,"benahi lagi apk nya sumpah ketinggalan jaman dan sangat menyulitkan , versi baru malah ga bisa di buka notif2 ga jelas, ternyata bukan saya saja yng rasain jadi was2 pakai mandiri 🥲"
1,pemeliharaan terus 1 hari bisa 3 x . gak bagus kaya gitu.kalau ada urgent bisa bahaya pake livin.
5,luar biasa
5,sebagai operator mobil
5,sangat membantu
5,mntap
2,cukup membantu dan lancar
5,Aplikasi Livin sangat membantu..
5,ok
2,update apa ini min gak bisa di pake livin ☠️☠️☠️
5,sangat membantu... tapi tolong hapus lah iklan2 penawaran sebab itu menggangtu notif hp saya🙏 kadang kalau tidak di izinkan malah bisa membuat eror livin saya🥹😭
5,baik
5,Good Jobs 👍👍 terimakasih 🙏
1,knp ya Gk Bisa di update aplikasi livin nya
5,jd simpel dan efisien
4,sangat mudah digunakan dan praktis
5,thnks livin sangat membantu
5,saya sangat suka aplikasi livin ini
4,"aplikasi Livin bagus, cuma satu saja kekurangannya saat mau jlnkan aplikasinya tunggu smpi 35 detik cukup lama"
5,like
1,ngk bisa masuk lagi
5,sengat membantu.
2,tolong pengaturan notifikasinya diperbaiki
1,kenapa punya saya g bisa di apgret
3,Pelit amat fitur banking nya gak ada notif kalau ada transaksi / tf masuk.. Udah pajak bulanan jalan kalau jauh sama yang lain
5,sangat penting bagi saya
3,"Saya gk bisa login, krn dihalaman depan slalu muncul izinkan"
5,mantap pakai livin ternyata sangat membantu dalam bertransaksi transfer maupun penarikan dan banyak lagi fitur2 yg dapat bisa di gunakan untuk yg lainnya trimakasih Livin' by Mandiri
1,jam 23.00 (11 malem) aplikasi gabisa dipake transaksi. ga kaya bank lain. nyusahin aja ni bank.
5,🚀
5,Oke
1,Aplikasi gimana ini kita suruh update. pas verifikasi g bisa bisa
